name,vendor,generation,socket,lithography,cores,threads,base_clock_ghz,boost_clock_ghz,tdp_w,memory_types,max_memory_gb,memory_channels,ecc_support,has_igpu,url
Xeon AT80573KJ0936M SLBAS,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80573KJ1006M QFYE,Intel,,LGA 1366,,,,,3.5,,,,,,,
Xeon AT80573KJ1006M SLBAQ,Intel,,LGA 1366,,,,,3.5,,,,,,,
Xeon AT80573KL0966M QFYJ,Intel,,LGA 1366,,,,,3.4,,,,,,,
Xeon AT80573KL0966M SLBAR,Intel,,LGA 1366,,,,,3.4,,,,,,,
Xeon AT80573QJ0536M QFYX,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon AT80573QJ0536M SLBAT,Intel,,LGA 1366,,,,,2.333,,,,,,,
Xeon AT80573QJ0806M QFYS,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80573QJ0806M SLBAW,Intel,,LGA 1366,,,,,3.0,,,,,,,
Xeon AT80574JH046NT QFWH,Intel,,LGA 771,,,,,2.133,,,,,,,
Xeon AT80574JH046NT SLBBT,Intel,,LGA 771,,,,,2.133,,,,,,,
Xeon AT80574JJ053N QFWD,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon AT80574JJ053N SLBBS BX80574L5410A SLBBS,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon AT80574JJ060N QFVZ,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon AT80574JJ060N SLBBR BX80574L5420A SLBBR,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon AT80574JJ067N QFVV,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon AT80574JJ067N SLBBQ BX80574L5430A SLBBQ,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon AT80574KJ041N QFUY,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon AT80574KJ041N SLBBP BX80574E5405A SLBBP,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon AT80574KJ053N QFUU,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon AT80574KJ053N SLBBC BX80574E5410A SLBBC,Intel,,LGA 771,,,,,2.333,,,,,,,
Xeon AT80574KJ060N QFUP,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon AT80574KJ060N SLBBL BX80574E5420A SLBBL,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon AT80574KJ067N QFTS,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon AT80574KJ067N SLBBK BX80574E5430A SLBBK,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon AT80574KJ073N QFTM,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon AT80574KJ073N SLBBJ BX80574E5440A SLBBJ,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon AT80574KJ080N QFUF,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KJ080N SLBBM BX80574E5450A SLBBM,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KJ080NT QFUB,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KJ080NT SLBBE BX80574X5450A SLBBE,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KJ087N QFTX,Intel,,LGA 771,,,,,3.167,,,,,,,
Xeon AT80574KJ087N SLBBA BX80574X5460A SLBBA,Intel,,LGA 771,,,,,3.167,,,,,,,
Xeon AT80574KJ093N QFVH,Intel,,LGA 771,,,,,3.333,,,,,,,
Xeon AT80574KJ093N SLBBF BX80574X5470A SLBBF,Intel,,LGA 771,,,,,3.333,,,,,,,
Xeon AT80574KL072N QFUK,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon AT80574KL072N SLBBN,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon AT80574KL080N QFTD,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KL080N SLBBH,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KL080NT QFTH,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KL080NT SLBBB,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80574KL088NT QFSZ,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon AT80574KL088NT SLBBG,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon AT80574KL096N QFSV,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon AT80574KL096N SLBBD,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon AT80580KJ0606M QHHZ,Intel,,LGA 1366,,,,,2.5,,,,,,,
Xeon AT80580KJ0606M SLB69 BX80580X3320 SLB69,Intel,,LGA 1366,,,,,2.5,,,,,,,
Xeon AT80580KJ0676M QHHV,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80580KJ0676M SLB6C BX80580X3330 SLB6C,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80584KJ060J SLBC5,Intel,,LGA 771,,,,,2.5,,,,,,,
Xeon AT80584KJ067N SLBC4,Intel,,LGA 771,,,,,2.667,,,,,,,
Xeon AT80584KJ073N SLBC3,Intel,,LGA 771,,,,,2.833,,,,,,,
Xeon AT80588JH0563M SLBB2,Intel,,LGA 771,,,,,2.4,,,,,,,
Xeon AT80588QJ0806M SLBAX,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon AT80601000741AB Q1DU,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80601000741AB Q1HN,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80601000741AB SLBEW,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80601000897AB Q2KG,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80601000897AB SLBKR BX80601W3530 SLBKR,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80601000918AB Q1DV,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80601000918AB Q1HJ,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80601000918AB SLBES,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80601000921AB Q1DW,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80601000921AB Q1HP,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80601000921AB SLBEX,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80601002112AB Q1HM,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80601002112AB SLBEY BX80601W3550 SLBEY,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80601002274AB SLBET BX80601W3580 SLBET,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80601002727AB SLBEV BX80601W3565 SLBEV,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80601002865AA SLBGC,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80601002868AA SLBGD,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000753AA SLBGE BX80602W5590 SLBGE,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80602000756AA Q1DX,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80602000756AD Q1G6,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80602000756AD SLBF2 BX80602W5580 SLBF2,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80602000759AA QGXP,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80602000765AA Q1DY,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80602000765AA Q1G9,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80602000765AA SLBF3 BX80602X5570 SLBF3,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80602000768AA Q1AC,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80602000768AA Q1DZ,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80602000768AA Q1GF,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80602000768AA SLBF4 BX80602X5560 SLBF4,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80602000771AA Q1AE,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80602000771AA Q1EH,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80602000771AA Q1GJ,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80602000771AA QGXU,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80602000771AA SLBF5 BX80602X5550 SLBF5,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80602000777AA QGXW,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000789AA Q1AF,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80602000789AA Q1E2,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80602000789AA Q1G2,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80602000789AA SLBF6 BX80602E5540 SLBF6,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80602000792AA Q1E3,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000792AA Q1GK,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000792AA QGYA,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000792AA SLBF7 BX80602E5530 SLBF7,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602000795AA Q2HG,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000795AA SLBKC BX80602E5507 SLBKC,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000798AA Q1GL,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602000798AA QGYC,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602000798AA SLBF8 BX80602E5506 SLBF8,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602000801AA Q1E5,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80602000801AA Q1GM,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80602000801AA SLBF9 BX80602E5504 SLBF9,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80602000804AA Q1E6,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80602000804AA Q1G8,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80602000804AA QGYE,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80602000804AA SLBEZ BX80602E5502 SLBEZ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80602000810AA Q1AM,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000810AA Q1E8,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000810AA Q1GN,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000810AA SLBFA BX80602L5520 SLBFA,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602000813AA QGYH,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602000816AA QGXR,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80602002091AA Q1A2,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602002091AA Q1EA,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602002091AA Q1GR,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602002091AA SLBFD BX80602E5520 SLBFD,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80602002265AB Q1NE,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602002265AB SLBFW,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602002697AA Q1EN,Intel,,LGA 1366,,,,,,,,,,,,
Xeon AT80602002697AC SLBGK,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80602002712AA Q1HG,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602002712AA SLBFH BX80602L5506 SLBFH,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80602002937AA Q1QX,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602002937AB SLBGF BX80602L5530 SLBGF,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80602003636AA SLBKD BX80602E5503 SLBKD,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604001797AB Q3KC,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604001797AB Q3WZ,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604001797AB SLBRB,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604001800AB SLBRC,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604003048AA Q1ZT,Intel,,LGA 1366,,,,,,,,,,,,
Xeon AT80604003057AB Q1SS,Intel,,LGA 1366,,,,,,,,,,,,
Xeon AT80604003771AA Q2KQ,Intel,,LGA 1366,,,,,,,,,,,,
Xeon AT80604004869AA Q3WP,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80604004869AA Q3X5,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80604004869AA SLBRD BX80604X7560 SLBRD,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80604004872AA Q3KN,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604004872AA SLBRE BX80604X7550 SLBRE,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604004875AA SLBRF,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80604004878AA Q3K4,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604004878AA SLBRG BX80604E7540 SLBRG,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80604004881AA SLBRH,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80604004884AA SLBRJ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80604004887AA Q3KA,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80604004887AA SLBRK BX80604E7520 SLBRK,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80604004896AA SLBRL,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80604005280AA SLBRM,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80612002931AB Q3S1,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80612002931AB SLBWG,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80612002946AA Q3P1,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80612002946AA SLBWH,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80612003090AA Q3NM,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80612003090AA SLBWJ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80613003543AF Q3VH,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80613003543AF Q4EH,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80613003543AF SLBV2 BX80613W3680 SLBV2,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80613005490AC SLBVE BX80613W3670 SLBVE,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80613005931AB SLBW2 BX80613W3690 SLBW2,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614003528AB Q3Q6,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614003591AB SLBWY,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80614003597AC Q4HA,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614003597AC SLBWZ BX80614E5645 SLBWZ,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614004320AD Q3QN,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614004320AD Q3UQ,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614004320AD Q4EJ,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614004320AD SLBV3 BX80614X5650 SLBV3,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614004329AA Q2WV,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614005058AA Q3QS,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80614005067AA Q3QU,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80614005070AA Q3NC,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614005073AB SLBV4 BX80614E5620 SLBV4,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614005076AA Q3NE,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614005076AB Q4U2,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614005076AB SLBZJ,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614005079AA Q3NF,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80614005079AB SLBX3,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80614005124AA Q3UV,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80614005124AA SLBV5 BX80614X5680 SLBV5,Intel,,LGA 1366,,,,,3.333,,,,,,,
Xeon AT80614005127AA Q3QX,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80614005127AA Q3UX,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80614005127AA Q4EN,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80614005127AA SLBV6 BX80614X5660 SLBV6,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon AT80614005130AA Q3UW,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80614005130AA Q4EP,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80614005130AA SLBV7 BX80614X5670 SLBV7,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80614005133AB Q4BX,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614005133AB Q4EQ,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614005133AB SLBV8 BX80614L5640 SLBV8,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614005136AB SLBVW,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80614005145AB Q3V5,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614005145AB Q4ES,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614005145AB SLBV9,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614005154AB Q3V6,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80614005154AB Q4ET,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80614005154AB SLBVA,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80614005463AA Q4EU,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80614005463AA SLBVB BX80614E5630 SLBVB,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80614005466AA Q4EV,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614005466AA SLBVC BX80614E5640 SLBVC,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80614005484AA Q4EX,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614005484AA SLBVD BX80614L5630 SLBVD,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614005913AB Q4F1,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614005913AB SLBVX BX80614X5690 SLBVX,Intel,,LGA 1366,,,,,3.467,,,,,,,
Xeon AT80614005919AB Q4F3,Intel,,LGA 1366,,,,,3.6,,,,,,,
Xeon AT80614005919AB SLBVY,Intel,,LGA 1366,,,,,3.6,,,,,,,
Xeon AT80614005922AA Q4F4,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80614005922AA SLBYK,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80614005940AA Q4C4,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80614005940AA Q4F8,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80614005940AA SLBVJ,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80614006696AA Q4SF,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80614006696AA SLBYL BX80614X5675 SLBYL,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon AT80614006780AA Q4T1,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80614006780AA SLBZ7,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon AT80614006783AB Q4T2,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80614006783AB SLBZ8 BX80614E5649 SLBZ8,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon AT80614006789AA SLBZ9 BX80614E5607 SLBZ9,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614006789AB Q5BA,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80614006924AA SLC2E,Intel,,LGA 1366,,,,,3.2,,,,,,,
Xeon AT80614006954AA Q4WW,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon AT80614006954AA SLC2F BX80614E5603 SLC2F,Intel,,LGA 1366,,,,,1.6,,,,,,,
Xeon AT80614007290AE Q5BB,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614007290AE SLC2N BX80614E5606 SLC2N,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80614007314AA Q5C1,Intel,,LGA 1366,,,,,4.4,,,,,,,
Xeon AT80614007314AA SLC32,Intel,,LGA 1366,,,,,4.4,,,,,,,
Xeon AT80615005757AB SLC3E,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80615005760AB SLC3F,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80615005772AC SLC3G,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80615005781AB SLC3H,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80615005787AB SLC3J,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615005826AB SLC3K,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615006432AB SLC3L,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon AT80615006438AB SLC3M,Intel,,LGA 1366,,,,,1.733,,,,,,,
Xeon AT80615006750AB SLC3N,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon AT80615007002AB Q4ZY,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615007002AB SLC3P,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615007089AA Q5F6,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615007089AA SLC3Q BX80615E74830 SLC3Q,Intel,,LGA 1366,,,,,2.133,,,,,,,
Xeon AT80615007245AA SLC3R,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80615007254AA SLC3S,Intel,,LGA 1366,,,,,2.267,,,,,,,
Xeon AT80615007263AA SLC3T BX80615E74870 SLC3T,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80615007266AA SLC3U,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon AT80615007446AA SLC3D,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80615007449AA SLC3V,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AT80615007452AA SLC3W,Intel,,LGA 1366,,,,,2.0,,,,,,,
Xeon AV8062701048800 SR0NS,Intel,,LGA 2011,,,,,1.0,,,,,,,
Xeon AV8062701146600 SR0NU,Intel,,LGA 2011,,,,,2.0,,,,,,,
Xeon B80546KG0721M SL7HF,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon B80546KG0721M SL7TB BX80546KG2800EA SL7TB,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon B80546KG0722MM SL8ZR,Intel,,LGA 771,,,,,2.8,,,,,,,
Xeon B80546KG0801M SL7HG,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon B80546KG0801M SL7TC BX80546KG3000EA SL7TC,Intel,,LGA 771,,,,,3.0,,,,,,,
Xeon B80546KG0881M SL7HH,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon B80546KG0881M SL7TD BX80546KG3200EA SL7TD,Intel,,LGA 771,,,,,3.2,,,,,,,
Xeon B80546KG0961M SL7HJ,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon B80546KG0961M SL7TE BX80546KG3400EA SL7TE,Intel,,LGA 771,,,,,3.4,,,,,,,
Xeon B80546KG1041M SL7HK,Intel,,LGA 771,,,,,3.6,,,,,,,
Xeon B80546KG1041M SL7VF BX80546KG3600EA SL7VF,Intel,,LGA 771,,,,,3.6,,,,,,,
Xeon BV80605001905AJ SLBJH BX80605X3470 SLBJH,Intel,,LGA 1366,,,,,2.933,,,,,,,
Xeon BV80605001908AL Q3AM,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon BV80605001908AL SLBJK BX80605X3460 SLBJK,Intel,,LGA 1366,,,,,2.8,,,,,,,
Xeon BV80605001911AQ SLBLD BX80605X3450 SLBLD,Intel,,LGA 1366,,,,,2.667,,,,,,,
Xeon BV80605001914AG Q3AQ,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon BV80605001914AG SLBLJ BX80605X3430 SLBLJ,Intel,,LGA 1366,,,,,2.4,,,,,,,
Xeon BV80605002505AH SLBPT BX80605X3480 SLBPT,Intel,,LGA 1366,,,,,3.067,,,,,,,
Xeon BV80605002517AQ Q3AS,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon BV80605002517AQ SLBLF BX80605X3440 SLBLF,Intel,,LGA 1366,,,,,2.533,,,,,,,
Xeon BV80605004737AA SLBN3 BX80605L3426 SLBN3,Intel,,LGA 1366,,,,,1.867,,,,,,,
Xeon BX80528KL140GA SL56G,Intel,,LGA 771,,,,,1.4,,,,,,,
Xeon BX80528KL140GD SL5RV,Intel,,LGA 771,,,,,1.4,,,,,,,
Xeon BX80528KL150GA SL4ZT,Intel,,LGA 771,,,,,1.5,,,,,,,
Xeon BX80528KL150GA SL5U6,Intel,,LGA 771,,,,,1.5,,,,,,,
Xeon BX80528KL150GD SL5RW,Intel,,LGA 771,,,,,1.5,,,,,,,
Xeon BX80528KL160GE SL5S4,Intel,,LGA 771,,,,,1.6,,,,,,,
Xeon BX80528KL170GA SL56H,Intel,,LGA 771,,,,,1.7,,,,,,,
Xeon BX80528KL170GA SL56N YF80528KC029G0K SL56N,Intel,,LGA 771,,,,,1.7,,,,,,,
Xeon BX80528KL170GA SL5U7,Intel,,LGA 771,,,,,1.7,,,,,,,
Xeon BX80528KL200GA SL5U8,Intel,,LGA 771,,,,,2.0,,,,,,,
Xeon BX80532KC1500E SL6GZ RN80532KC0211M SL6GZ,Intel,,LGA 771,,,,,1.5,,,,,,,
Xeon BX80532KC1500E SL6KB,Intel,,LGA 771,,,,,1.5,,,,,,,
Xeon BX80532KC1800D SL5Z8 BX80532KC1800DU SL5Z8,Intel,,LGA 771,,,,,1.8,,,,,,,
Xeon BX80532KC1800D SL622 BX80532KC1800DU SL622,Intel,,LGA 771,,,,,1.8,,,,,,,
Xeon BX80532KC1800D SL6JX,Intel,,LGA 771,,,,,1.8,,,,,,,
Xeon BX80532KC1800D SL6YS BX80532KC1800DU SL6YS,Intel,,LGA 771,,,,,1.8,,,,,,,
